,chanel,link,date,text
10,@aviatorshina,https://t.me/aviatorshina/4107,2024-01-10 11:12:08,"Глава челябинского аэропорта устроил дебош на рейсе в Питер. 

В прошлую субботу полицейские задержали в Пулково пьяного гендиректора международного аэропорта Челябинска Виталия Кашина. Его на некоторое время посадили в спецприемник, после чего отпустили, выписав ему административный протокол за хулиганство в небе. 

По нашей информации, глава входящей в холдинг «Новапорт» авиагавани утром 6 января летел самолетом авиакомпании «Россия» из Челябинска в Пулково в состоянии алкогольного опьянения. 

Создавать угрозу безопасности полета он начал уже перед самым снижением, когда стал буянить и нарушать общественный порядок. Топ-менеджер кричал и громко разговаривал сам с собой, мешал работе бортпроводников, нецензурно выражался в адрес авиакомпаний группы «Аэрофлот» и экипажа в ответ на их предупреждения. «Россию» он называл «говном». 

После приземления и прибытия на место стоянки директор челябинского аэропорта попытался первым сойти с борта и выйти на перрон, когда к самолету еще не был подан перронный автобус. В адрес бортпроводников, которые его остановили, от начальника полетели не только матерные слова, но и угрозы. 

Затем в салон вышел командир воздушного судна — он потребовал от гендиректора авиагавани соблюдать правила поведения и выписал ему письменное предупреждение. Но это не помогло — Виталий Кашин продолжил вести себя деструктивно.  

Тогда пассажиры, недовольные поведением дебошира, попросили экипаж вызвать на борт полицейских, что в итоге и было сделано по согласованию с командиром воздушного судна.

UPD: в «Новапорте» сообщили, что гендиректор аэропорта Челябинск отстранен от занимаемой должности за недопустимое поведение на рейсе «России» и не соответствие стандартам и ценностям холдинга."
11,@aviatorshina,https://t.me/aviatorshina/4106,2024-01-09 05:02:01,"Пассажирский самолет выкатился за пределы ВПП в аэропорту Норильска. 

Инцидент произошел этим утром (в 5:32 мск) с Boeing 737-800 авиакомпании NordStar, который выполнял рейс из Красноярска. При посадке в норильском аэропорту он выкатился за пределы взлетно-посадочной полосы на 30-45 метров. 

На борту находились 177 человек: восемь членов экипажа и 169 пассажиров. Никто из них не пострадал. Они были высажены штатно и доставлены в здание аэровокзала. 

Аэропорт закрывался на прием и выпуск воздушных судов почти на два часа. В это время проводились обследование полосы и буксировка выкатившегося самолета на стоянку.

Росавиация уже приступила к расследованию этого авиационного инцидента. Также по факту выкатывания Западно-Сибирская транспортная прокуратура организовала проверку соблюдения законодательства о безопасности полетов, а Восточное МСУТ СКР — доследственную проверку по признакам преступления, предусмотренного ч. 1 ст. 263 УК РФ (нарушение правил безопасности и эксплуатации воздушного транспорта). 

Кроме того, NordStar и аэропорту Норильска светит внеплановая проверка Госавианадзора."
12,@aviatorshina,https://t.me/aviatorshina/4103,2024-01-06 08:48:13,"У Boeing 737 MAX 9 вырвало аварийную дверь на высоте 5 тысяч метров.

ЧП произошло в США на рейсе авиакомпании Alaska Airlines вскоре после вылета из Онтарио. Кусок фюзеляжа с одним из иллюминаторов вывалился наружу. По счастливому стечению обстоятельств сиденье рядом оказалось не занято. На борту было 174 пассажира и 6 членов экипажа. Обошлось без пострадавших, но часть пассажиров потеряли свои смартфоны."
13,@aviatorshina,https://t.me/aviatorshina/4102,2024-01-05 12:42:43,"Более 12 часов не могут улететь из Москвы в Венесуэлу пассажиры авиакомпании Nordwind Airlines.

Их дважды приглашали в самолёт, но вылет раз за разом переносили. Общая задержка превышает 15 часов.

Рейс из Шереметьева в Порламар должен был вылететь в 03:05. В районе 6 часов утра пассажиры прошли на борт Boeing 777-200, заняли свои места и готовились к 14-часовому полёту. 

Лайнер проехал несколько метров в сторону ВПП, после чего вернулся к терминалу из-за технической неисправности. После этого вылет был перенесён на 12:30. Ближе к этому времени пассажиров пригласили на борт, но самолет снова не взлетел.

Как рассказали пассажиры, представители авиакомпании выдали им ваучер на питание в кафе ""Крошка Картошка"", после чего ушли из терминала. Сейчас туристы ждут запасной борт, который летит из Кубы, часть из них и вовсе хочет отказаться от поездки. Вылет рейса в Порламар перенесён на 18:10.

Похожая ситуация произошла вчера с рейсом авиакомпании Red Wings. В аэропорту Жуковский больше 400 пассажиров, которые пытались улететь на Шри-Ланку, застряли без какой-то информации о судьбе рейса на 12 часов. Сначала всех пассажиров рассадили внутри, а потом попросили выйти, так как самолет оказался не пригоден для полетов."
14,@aviatorshina,https://t.me/aviatorshina/4101,2024-01-03 23:20:58,"Решение об объединении под один авиационный бренд отечественных гражданских самолетов МС-21 и Superjet будет объявлено в ближайшее время, заявил 3 января вице-премьер и глава Минпромторга РФ Денис Мантуров на площадке Координационного центра правительства РФ на Международной выставке-форуме «Россия».

«Не скрою, мы ведем работу в этом направлении [объединения брендов]. Я не буду окончательно называть, к какому решению мы подходим, но очевидно, мы в ближайшее время об этом объявим», — сказал он ТАСС.

В августе 2022 года глава Объединенной авиастроительной корпорации (ОАК) Юрий Слюсарь сообщал о возможности перевода гражданских самолетов под один бренд. Глава Ростеха Сергей Чемезов также отмечал, что самолет SJ100 может сменить название.

26 декабря Юрий Слюсарь сообщил, что первый полет SJ-100 с отечественным двигателем ПД-8 состоится в начале 2024 года. Двигатели уже установлены на опытных самолетах."
15,@aviatorshina,https://t.me/aviatorshina/4100,2024-01-02 16:25:59,"Буйный мужчина напал в самолете Nordwind на членов экипажа. Одному бортпроводнику он сломал руку. 

По нашей информации, всё случилось вчера на борту самолета Airbus A330 авиакомпании Nordwind, который выполнял рейс из Москвы в Минеральные Воды. 

Почти весь полет прошел спокойно. Незадолго до начала снижения, примерно на подлете к Грозному, один мужчина из бизнес-класса, уже знатно выпивший, потребовал от бортпроводников бутылку коньяка, за которую он готов был заплатить. Но в алкоголе ему было отказано. 

Тогда пассажир разбушевался, начал скандалить и нападать на членов экипажа. Когда те принялись его скручивать, одному бортпроводнику мужчина сломал руку. 

О случившемся кабинный экипаж сразу же сообщил пилотам. Командир воздушного судна доложил о буйном пассажире и нападении на бортпроводников уже на землю — диспетчерам. Он принял решение следовать в аэропорт назначения. По прилете в МинВоды на выходе из самолета дебошира уже ждали сотрудники полиции, а пострадавшего стюарда — скорая помощь.

Как сообщили в МВД, в отношении 41-летнего авиадебошира возбуждено уголовное дело по статье о хулиганстве."
16,@aviatorshina,https://t.me/aviatorshina/4099,2024-01-01 13:26:05,"Кабмин РФ направил еще полмиллиарда рублей на доработку самолета Ил-114.

Объединенная авиастроительная корпорация (ОАК) получит 498,96 млн рублей на доработку самолета Ил-114 в качестве взноса РФ в уставный капитал предприятия. Распоряжение об этом подписал председатель российского правительства Михаил Мишустин.

«Предоставить в 2024 году из федерального бюджета публичному акционерному обществу «Объединенная авиастроительная корпорация» в качестве взноса Российской Федерации в уставный капитал акционерного общества в целях финансирования затрат по доработке самолета Ил-114 бюджетные инвестиции в размере 498 960 тыс. рублей», — сказано в документе.

Ил-114-300 — российский турбовинтовой ближнемагистральный пассажирский самолет, который может эксплуатироваться с небольших аэродромов, имеющих как бетонированные, так и грунтовые покрытия взлетно-посадочных полос.

Ранее Мишустин заявлял, что сейчас в России создается именно та линейка самолетов, которая нужна стране. Он особенно выделил Суперджет, МС-21, Ил-114, Ладогу и Ил-96."
17,@aviatorshina,https://t.me/aviatorshina/4097,2023-12-31 21:24:40,"С новым 2024-м годом, дорогие читатели!  

Согласно данным FlightRadar, наступивший год по московскому времени в небе встретили примерно 120 самолетов, выполняющих рейсы в/из России и по стране, 30 из них — зарубежных авиакомпаний. 

Благодарим Вас за вашу работу, за доступные и безопасные полеты в это непростое для гражданской авиации время. Новый год обещает быть не менее насыщенным на события в авиации. 

Постараемся в 2024-м беспристрастно освещать происходящее в отрасли и радовать вас большим числом инсайдов.

Ура!"
18,@aviatorshina,https://t.me/aviatorshina/4094,2023-12-29 14:49:53,"Россияне ждут, чтобы пересесть на самолёты «Аэрофлота». 

Владимир Путин провел встречу с главой авиакомпании Сергеем Александровским, где обратил внимание, что пассажиры очень довольны работой «Аэрофлота» и призвал не снижать качество.

Качество надо держать. В целом у вас получается. Отзывы очень хорошие у «Аэрофлота». И надо обязательно держать этот уровень. [...] Много раз слышал, что летают-летают наши граждане, да и не только наши граждане, на каких-то [авиа]компаниях и ждут, когда пересядут на самолеты ""Аэрофлота"", потому что уровень качества обслуживания держится на известной планке, еще достигнутой прежним руководством ""Аэрофлота"". Поэтому я вас очень прошу обратить на это внимание.

Александровский рассказал об основных результатах уходящего года, в том числе о достигнутых показателях по пассажиропотоку, по загрузке судов. Он также упомянул, что компания остается одним из мировых лидеров по пунктуальности."
19,@aviatorshina,https://t.me/aviatorshina/4093,2023-12-29 11:01:23,"Буксировка самолета Ан-24, севшего вчера на замерзшую реку Колыма вместо полосы, на стоянку аэропорта Зырянка в Якутии"
20,@aviatorshina,https://t.me/aviatorshina/4092,2023-12-29 09:09:13,"У летевшего в Когалым самолета отказал двигатель. 

По нашей информации, авиаинцидент произошел этим утром с самолетом Boeing 737-500 (RA-73036) авиакомпании Utair, который выполнял регулярный ночной рейс UTA 445 из Москвы в Когалым. 

Через два часа после вылета из Внуково командир воздушного судна объявил сигнал срочности и доложил диспетчерам об отказе правого двигателя. Капитан принял решение следовать в аэропорт Сургута, где спустя полчаса борт благополучно приземлился.

Из-за неблагоприятной метеообстановки в Когалыме пассажиров этого рейса авиакомпания доставит до пункта назначения из Сургута наземным транспортом. Пассажиров обратного рейса UTA 446 Когалым-Москва также доставят автобусами в Сургут, откуда затем они вылетят во Внуково."
21,@aviatorshina,https://t.me/aviatorshina/4090,2023-12-28 17:18:41,"Сергей Чемезов на встрече с президентом заявил, что Ростех планирует собрать более 500 самолетов до 2030 года.

У нас основные гражданские проекты - это, в первую очередь, конечно, производство гражданских самолетов для гражданской авиации. И этому у нас как раз уделяется большое внимание. И по программе, которая была вами утверждена, мы до 2030 года должны произвести более 500 самолетов различного типа: 270 лайнеров МС-21, 142 самолета Superjet - 100 и 115 самолетов Ту-214.

Также Чемезов отметил, что объёмы производства будут наращиваться постепенно и к 2029 году планируется производить 72 самолета в год."
22,@aviatorshina,https://t.me/aviatorshina/4089,2023-12-28 12:39:51,"«На пробеге диспетчер закричал “Уходи на второй круг”, но было уже поздно» 

Пилотам «Полярных авиалиний», посадившим сегодня Ан-24 на замерзшую реку, разглядеть полосу в аэропорту Зырянка помешал радиационный туман (называемый также приземным). Это следует из объяснений членов экипажа комиссии Росавиации, которая приступила к расследованию этого серьезного авиаинцидента.

Самолет этим утром выполнял рейс по маршруту Якутск-Зырянка-Среднеколымск. На его борту находились 30 пассажиров, включая двух детей, четверо членов экипажа (КВС, второй пилот, бортмеханих и бортпроводник), 599 кг багажа, 10 кг почты и 236 кг груза. 

Из Якутска борт вылетел с задержкой на 35 минут по причине поздней загрузки груза и пассажиров. На момент принятия решения о вылете фактическая и прогнозируемая погода в Зырянке соответствовала для осуществления полета. За 35 минут до посадки фактические метеоусловия в аэропорту назначения также не препятствовали заходу и выполнению посадки. 

К снижению самолет приступил за 90 км до Зырянки. Активное управление воздушным судном выполнял второй пилот, капитан осуществлял функции контролирующего пилота, он же вел связь с диспетчером. 

На высоте 3,9 тыс. метров экипаж перешел на связь с Зырянка-Вышка. Поначалу диспетчер дал пилотам разрешение на снижение и заход на посадку по одной схеме — с магнитным курсом 160°, но за 57 км до аэропорта он сменил схему захода на полосу на противоположную (с курсом 340°). Диспетчер объяснил это туманом, который образовался в торце с одной стороны ВПП. 

После четвертого разворота и выхода на посадочный курс (на высоте 400 метров и удалении от торца ВПП 7 км) диспетчер спросил пилотов, видят ли они посадочные огни ВПП. Командир воздушного судна ответил на него отрицательно: «Пока не видим». 

Через два километра, когда самолет вошел в глиссаду, экипаж доложил о готовности к посадке и получил разрешение от диспетчера на ее выполнение. Из показаний КВС следует, что пилоты уже наблюдали полосу, при этом, по его словам, «стоял туман (дымка)». 

Дальше, как указали оба пилота, на высоте 100 метров Ан-24 вошел в приземный туман. 

«Я увидел очертания входного торца ВПП, вмешался в управление, довернув вправо. Посадка была произведена мягко. На пробеге диспетчер закричал “Уходи, уходи на второй круг”, но было уже поздно», — сказано в показаниях капитана. 

В итоге оказалось, что самолет уклонился от посадочного курса на два градуса и совершил посадку на замерзшую речную косу правее ВПП примерно на 80 метров. 

Никто из пассажиров и членов экипажа не пострадали. Ан-24 видимых повереждений не получил. Также на данный момент известно, что из радиотехнических средств в аэропорту не работал автоматический радиопеленгатор."
