chanel,link,date,text
@rusbrief,https://t.me/rusbrief/192448,2024-01-19 16:32:50,"⚡️ Власти РФ планируют ввести обязательный консульский учет россиян, проживающих за рубежом. Об этом говорится в утвержденной правительством концепции миграционной политики на ближайшие два года. «Ожидаемый результат — определено понятие «гражданин, постоянно проживающий за пределами Российской Федерации», а также конкретизирован правой статус этой категории граждан», — говорится в плане мероприятий в рамках принятой концепции. Ввести эту норму предполагается к 20 июня следующего года."
@rusbrief,https://t.me/rusbrief/192447,2024-01-19 16:32:34,"То есть друг Chanel Рудковская, как она сама себя позиционирует, в действительности дала команду своей пиарщице резать сумки, а сама потом вышла во всем белом и прижала к любящей груди? Чудесно . Схема «ты накинься, а я вступлюсь» разыгрывалась Рудковской неоднократно и на людях. Только вместо вещей тут портили репутацию."
@rusbrief,https://t.me/rusbrief/192446,2024-01-19 16:28:15,"Президент Латвии Эдгар Ринкевич подписал поправки к закону, которые позволяют заключать однополые браки на территории страны. Текст документа опубликовало государственное издание Latvijas Vēstnesis. «Если два совершеннолетних физических лица лично явятся к нотариусу и заявят, что их связывают близкие личные отношения, общее хозяйство и намерение заботиться о нем, а также стремление поддерживать друг друга», — говорится в поправках к принятому закону. Теперь вступить в отношения могут граждане любого пола, не состоящие в браке."
@rusbrief,https://t.me/rusbrief/192445,2024-01-19 16:22:47,"Депутат ГД от «Единой России» Антон Горелкин предложил ограничить допуск к госконтрактам блогеров, работающих на заблокированных и «неприземлившихся» в России соцсетях. Под такие критерии, например, попадают запрещенные в марте 2022 года Facebook и Instagram (их материнская Meta Platforms признана экстремистской организацией), а также Telegram и Twitter, не выполняющих требования так называемого «закона о приземлении». «При заключении госконтрактов должны учитываться только охваты на российских онлайн-платформах», — убежден Горелкин. Свое предложение он намерен направить в блогерские агентства и не исключает внесение изменений в законодательство."
@rusbrief,https://t.me/rusbrief/192444,2024-01-19 16:16:02,губернатор Калужской области сегодня азартный
@rusbrief,https://t.me/rusbrief/192443,2024-01-19 16:13:44,Министерство просвещения России предлагает исключить учебный предмет «Основы духовно-нравственной культуры народов России».
@rusbrief,https://t.me/rusbrief/192442,2024-01-19 16:11:02,Правительство РФ сообщило о стабилизации цен на топливо в России и отсутствии его дефицита.
@rusbrief,https://t.me/rusbrief/192441,2024-01-19 16:05:02,"Делегация ХАМАС приехала в Москву и встретилась с замглавы российского МИДа Михаилом Богдановым, сообщает агентство Safa со ссылкой на заявление палестинской группировки. В состав делегации вошли член политбюро ХАМАС Муса Абу Марзук и один из членов руководства движения Басем Наим. Они обсудили способы прекращения огня в секторе Газа и «прояснили позицию движения» в отношении захваченных в Израиле заложников. В заявлении говорится также, что ХАМАС «высоко оценивает дипломатические усилия России и гуманитарную помощь, предоставляемую [палестинскому] народу». Российский МИД также отчитался о встрече. «В ходе беседы основное внимание было уделено продолжающемуся противостоянию в зоне палестино-израильского конфликта, на фоне которого гуманитарный кризис в секторе Газа достиг катастрофических масштабов», — говорится в сообщении ведомства. Российская сторона в ходе переговоров указала на необходимость скорейшего освобождения заложников — «в том числе трех российских граждан — А. Козлова, А. Лобанова и А. Труфанова»."
@rusbrief,https://t.me/rusbrief/192440,2024-01-19 16:01:48,"⚡️Тариф госсистемы взимания платы с грузовиков массой более 12 тонн за проезд по федеральным автодорогам «Платон» с 1 февраля 2024 года будет проиндексирован на 21 копейку (на 7,39%): с текущих 2,84 руб./км до 3,05 руб./км, — Минтранс РФ."
@rusbrief,https://t.me/rusbrief/192439,2024-01-19 16:00:12,"Депутат Верховной рады Украины Алексей Гончаренко заявил, что внес в парламент законопроект об амнистии для осужденных в обмен на добровольное вступление в украинские войска. «Осужденные граждане должны получить право защищать страну… Должны начать призывать осужденных. Ситуация критическая. Поэтому начинаем двигаться в реализации этого процесса», — написал Гончаренко в своем телеграм-канале. Ранее замминистра юстиции Украины Елена Высоцкая заявила, что в парламент направлены предложения по изменению законодательства о мобилизации, чтобы официально разрешить забирать в армию осужденных. По ее словам, сейчас украинское законодательство запрещает привлекать в ряды ВСУ находящихся в тюрьмах осужденных и уже отбывших наказание."
@rusbrief,https://t.me/rusbrief/192438,2024-01-19 15:56:03,"Российские власти намерены до конца года создать механизм, который поможет иностранцам релоцировать бизнес в Россию. Это следует из утвержденного правительством двухлетнего плана мероприятий по реализации концепции миграционной политики."
@rusbrief,https://t.me/rusbrief/192437,2024-01-19 15:55:31,"В Москве планируют победить нехватку рабочих рук при помощи уличного робота-уборщика компании «Автономика» — резидента кластера «Ломоносов». Проект входит в экосистему Московского инновационного кластера, который за пять лет работы объединил 35 тысяч организаций из Москвы и 81 региона России и помог привлечь более 12,5 млрд рублей грантов и субсидий. 

По подсчетам создателей технологии 20 тысяч роботов позволят улучшить экологическую обстановку. Уже с весны уборщик-беспилотник  «Пиксель» начал работать в некоторых районах Москвы, а вскоре проект запустят и в городских парках."
@rusbrief,https://t.me/rusbrief/192436,2024-01-19 15:53:24,Экс-директор Большого театра Владимир Урин возглавил благотворительный фонд МХАТ. Он сменил на этой должности Александра Фокина 16 января. Урин стал президентом некоммерческого благотворительного фонда «Поддержки и развития Школы-студии МХАТ». В ноябре прошлого года Владимир Урин уволился из Большого театра по собственному желанию.
@rusbrief,https://t.me/rusbrief/192435,2024-01-19 15:48:08,"❗️Верховный представитель ЕС по иностранным делам и политике безопасности Жозеп Боррель заявил, что Израиль финансово поддерживал палестинское радикальное движение ХАМАС для противостояния Палестинской национальной администрации. «ХАМАС финансировалось правительством Израиля в попытке ослабить Палестинскую администрацию, возглавляемую (Движением за освобождение Палестины) ФАТХ», — приводит агентство Reuters слова Борреля, выступавшего в Вальядолидском университете в Испании."
@rusbrief,https://t.me/rusbrief/192434,2024-01-19 15:43:02,"Миру нужны новые большие и малые ядерные реакторы, развитие новых технологий, замыкание ядерного цикла, новые сетевые решения и высококвалифицированные кадры. Без значительных вложений в ядерную энергетику (хотя бы на уровне инвестиций в другие зеленые технологии) не получится добиться реальных результатов не только в борьбе с изменением климата, но и в сфере технологического прогресса. Но, увы, обо всем этом никто не говорит. 80 лет научных достижений попросту игнорируются, а в ВИЭ (возобновляемые источники энергии — прим. BRIEF) инвестируется в 10 раз больше, чем в ядерную энергетику. Олег Дерипаска"
@rusbrief,https://t.me/rusbrief/192433,2024-01-19 15:39:02,"S7 Airlines решила сократить в Москве свыше 400 пилотов и бортпроводников в связи с изменением структуры полетов и  уменьшением объема авиаперевозок. Под сокращения попадут 250 бортпроводников, 90 вторых пилотов и 70 командиров воздушных судов семейства Airbus А320. @pilot_on_tour"
@rusbrief,https://t.me/rusbrief/192432,2024-01-19 15:35:02,"Депутат Госдумы от Новосибирской области Александр Аксёненко попросил правительство РФ передать региону взысканные с экс-министра по вопросам открытого правительства Михаила Абызова 20 млрд рублей, потому что тот во время госслужбы через офшоры управлял ОАО “Новосибирскэнерго” (ныне ОАО “СИБЭКО”) — основного поставщика тепла и электричества в Новосибирской области. В письме на имя премьера Михаила Мишустина Аксёненко говорит, что с Абызова взыскали 20 млрд из-за того, что он будучи членом правительства, скрывал от государства владение пятью кипрскими офшорами, через которые незаконно управлял ОАО “Новосибирскэнерго”, а проблема с износом теплосетей появилась как раз в те времена, когда компанией руководил Абызов. При этом, деньги в инфраструктуру он не вкладывал, а выводил их на зарубежные счета: Видится справедливым, рассмотреть возможность направления взысканных с Абызова М.А. денежных средств (в том или ином объёме) в бюджет Новосибирской области в целях возмещения ранее нанесённого этой отрасли ущерба, а именно реконструкции и устранения физического износа инженерных сетей, а также модернизации жилищно-коммунального комплекса в целом."
@rusbrief,https://t.me/rusbrief/192431,2024-01-19 15:33:34,"Сбер стал лучшим работодателем для студентов среди российских банков. Это следует из результатов опроса платформы по карьерному развитию Changellenge. На сегодняшний день партнерами банка являются 330 вузов. Кроме того, Сбер развивает свыше 60 совместных образовательных программ в 42 вузах России. В прошлом году в Сбере стажировались более 1680 студентов различных специальностей. Свыше половины из них по итогу стали сотрудниками банка. Средний срок стажировки в Сбере составляет 3-6 месяцев по 20-40 часов в неделю. Максимальная оплата в Москве для стажеров в 2023 году достигала 63 600 рублей в месяц."
@rusbrief,https://t.me/rusbrief/192430,2024-01-19 15:31:58,"Парламент Казахстана поддержал предложение президента страны Касым-Жомарта Токаева об отправке 139 военнослужащих в район Голанских высот на Ближнем Востоке. В марте они уедут туда в рамках миротворческой миссии ООН. «Следует особо отметить направление первого самостоятельного национального миротворческого контингента в количестве 139 военнослужащих со своей военной техникой, вооружением и имуществом в качестве роты резерва в миссию ""Силы ООН по наблюдению за разъединением на Голанских высотах""»,— сказал министр обороны Казахстана Руслан Жаксылыков. Он добавил, что участие в миротворческой миссии позволит ВС страны приобрести необходимые боевые навыки, характерные для миротворческих операций. Для Казахстана, как уточнил министр, это первый случай, когда ООН дает Астане самостоятельную миссию."
@rusbrief,https://t.me/rusbrief/192429,2024-01-19 15:31:05,"Вечерняя сводка материалов иностранных СМИ на 19 января. 

▪️ The Spectator «Сергей Лавров: Конфликт «положительно повлиял на жизнь в России». 
▪️ Обозреватель Хэл Брэндс для Bloomberg «Час отчаяния Украины: Победа (своего рода) все еще возможна». 
▪️ Yle: Сотни машин Caterpillar импортированы в Россию через Финляндию. 
▪️ Tagesspiegel «Сначала Украина, потом Европа: планирует ли Путин нападение на НАТО?»
▪️ Bloomberg: Владимир Путин поручил найти активы, которые когда-то принадлежали Российской империи или СССР. 
▪️ Bloomberg: Добро пожаловать в новый многополярный мир, в котором все ведут себя так, как США в их худшем проявлении. И это не самое безопасное место. 
▪️ СNN: Приходит мрачное осознание состояния конфликта на Украине. 
▪️ TF1: Украина, Ближний Восток, Олимпиада... Перед лицом вызовов 2024 года Макрон представляет свои пожелания вооруженным силам.

Подписаться."
