chanel,link,date,text,predicted_class
@rusbrief,https://t.me/rusbrief/192654,2024-01-20 19:22:09,"Росздравнадзор с 1 января прекратил действующие лицензии у 2,58 тыс. компаний. В их числе оказались представительства иностранных гигантов Fujifilm, Draeger, Becton Dickinson, Omron и Medtronic, поставляющих на российский рынок коронарные стенты, аппараты для ИВЛ и рентгена, системы мониторинга глюкозы, тонометры и другую медицинскую технику. Как сообщает «Коммерсантъ», заметивший факт прекращения лицензий, решение надзорного ведомства связано с новыми правилами лицензирования участников рынка, вступившими в силу с начала 2024 года. Теперь, чтобы обзавестись лицензией, компании должны иметь в штате определенное число инженеров, внедрить систему менеджмента качества по определенному стандарту, а также иметь в наличии весь перечень измерительной аппаратуры соответственно той или иной группе изделий. По словам опрошенных газетой экспертов, новые требования могут вызвать серьезные трудности даже у крупных компаний, занимающихся ремонтом и техобслуживанием медизделий, о чем они предупреждали в письме спикеру Госдумы Вячеславу Володину в октябре 2023 года. Между тем в Росздравнадзоре считают, что уход с рынка компаний, не переоформивших лицензию, «не окажет влияния на качество и своевременность обслуживания и ремонта медоборудования».",2
@rusbrief,https://t.me/rusbrief/192653,2024-01-20 19:17:42,"Связь потеряна с американским марсианским вертолетом Ingenuity в ходе выполнения очередного полета в атмосфере Красной планеты, сообщила Лаборатория реактивного движения NASA. Отмечается, что связь между вертолетом и марсоходом Perseverance, который действует в качестве связующего звена между ним и Землей, прекратилась 18 января при завершении планового полета. ""Данные Ingenuity, отправленные на марсоход Perseverance во время полета, показывают, что он успешно поднялся на назначенную максимальную высоту в 12 метров. Во время запланированного снижения связь между вертолетом и марсоходом прервалась еще до приземления"", - сообщили в Лаборатории реактивного движения NASA, которая управляет обеими роботизированными аппаратами.",2
@rusbrief,https://t.me/rusbrief/192652,2024-01-20 19:14:07,"В Курской области под обстрел попало село Вишнево Беловского района, сообщил губернатор Роман Старовойт. Пострадавших нет. В спортзале и столовой местной школы выбило окна.",0
@rusbrief,https://t.me/rusbrief/192651,2024-01-20 19:14:07,"По итогам 2023 года глава Сбербанка Герман Греф вернулся на первое место в рейтинге самых упоминаемых в российских СМИ бизнесменов и топ-менеджеров. Это следует из расчетов «Коммерсанта» в 11-м ежегодном проекте «Лига выдающихся бизнесменов», измеряющем медиаприсутствие и медиавлияние российской деловой элиты. Господин Греф вошел в топы по упоминаемости в различных сегментах: в прессе, на ТВ и радио, в интернете. Всего глава крупнейшего госбанка представлен в 11 медиарейтингах, в том числе среди самых говорящих, самых запрашиваемых, самых денежных и самых приближенных к власти.",0
@rusbrief,https://t.me/rusbrief/192649,2024-01-20 18:51:45,"35-й гарнизонный военный суд в Петропавловске-Камчатском вынес приговоры десяти военнослужащим за отказ участвовать в боевых действиях на Украине и уклонение от службы во время мобилизации. Среди осужденных — четверо контрактников. Сообщения о всех десяти приговорах суд опубликовал 19 января. Согласно информации на сайте суда, за уклонение от исполнения обязанностей военной службы в период мобилизации (ст. 337 УК РФ) осуждены четверо военнослужащих. Приговоры им были вынесены 22 и 27 декабря 2023 года, а также 10 и 16 января 2024 года. Трое контрактников, приговорены к условным срокам за неявку в воинскую часть, а один — к реальному сроку — 5 лет и 6 месяцев с отбыванием в колонии общего режима. В сообщении суда указывается, что все четверо признали вину и пожелали продолжить службу, подав рапорт для отправки в зону боевых действий. Еще шестеро военнослужащих были осуждены 27 декабря 2023 года, 9, 11 и 12 января 2024 года. Всем им назначены реальные сроки за отказ от участия в боевых действиях (ст. 332 УК РФ). Минимальное наказание — 2 года и 1 месяц лишения свободы в колонии-поселении, максимальное — 2 года и 4 месяца с отбыванием в колонии-поселении.",2
@rusbrief,https://t.me/rusbrief/192648,2024-01-20 18:43:00,"Президент США Джо Байден считает, что на следующей неделе по крайней мере в Сенате Конгресса демократы и республиканцы смогут достичь двухпартийного решения по укреплению южной границы США. Белый дом ранее просил рассматривать финансирование этого вопроса вместе с помощью Украине, Израилю и Тайваню.",0
@rusbrief,https://t.me/rusbrief/192647,2024-01-20 18:40:48,"В Telegram могут добавить систему ответов на бан в сообществах, чтобы пользователи могли извиниться или прокомментировать бан, а администраторы — оценить возможность разбана.",0
@rusbrief,https://t.me/rusbrief/192646,2024-01-20 18:33:22,"Глава «Газпрома» Алексей Миллер остается самым упоминаемым вместе с президентом России топ-менеджером. Соседствуют с ним главы других госкомпаний и корпораций. А вот владельцы частного бизнеса практически не представлены в медиа рядом с главой государства. Такие данные содержатся в 11-м ежегодном проекте «Коммерсанта», измеряющем медиаприсутствие и медиавлияние российской деловой элиты. Тенденция к отдалению негосударственного бизнеса от главы государства фиксируется последние годы, однако ранее все-таки в топ-10 попадали несколько его представителей. Например, в рейтинге за 2022 год это были Олег Дерипаска и Леонид Михельсон. В 2023 году Кремль даже не представил список участников традиционного совещания главы государства с бизнесом, чтобы «им было комфортно», напоминают авторы исследования.",0
@rusbrief,https://t.me/rusbrief/192645,2024-01-20 18:23:58,"Дональд Трамп усомнился в шансах экс-постпреда Соединенных Штатов при ООН Никки Хейли победить на президентских выборах в США. «Она недостаточно жесткая. Она недостаточно умна. И ее недостаточно уважали. Она не может выполнять эту работу. Она не сможет иметь дело с президентом Си. Она не сможет иметь дело с Путиным и Ким Чен Ыном», — сказал он.",0
@rusbrief,https://t.me/rusbrief/192644,2024-01-20 18:12:55,"В течение 2023 года российские автолюбители приобрели 5,69 млн легковых автомобилей с пробегом. Это на 17% больше чем наблюдалось годом ранее. Повышенному спросу не помешал рост цен на подержанные машины, составивший от 20 до 40%, пишет Forbes. Средневзвешенная цена подержанного легкового автомобиля по итогам года достигла 1,62 млн руб., что на 22,7%, или 300 300 руб. больше, чем год назад. К удорожанию автомашин с пробегом привело изменение ставок утилизационного сбора на подержанные иномарки и рост ключевой ставки ЦБ, которая повлияла на ставки по кредитам. По мнению большинства опрошенных изданием дилеров, в 2024 году цены снова вырастут вследствие еще большего дефицита предложения.",0
@rusbrief,https://t.me/rusbrief/192643,2024-01-20 18:11:25,Cлужба безопасности Украины (СБУ) объявила в розыск бывшего лидера запрещенной Компартии страны Петра Симоненко в связи с обвинением в призывах к захвату власти. Соответствующее оповещение размещено в базе розыска украинского МВД.,2
@rusbrief,https://t.me/rusbrief/192641,2024-01-20 17:59:13,"Протесты в Уфе, вызванные обвинительным приговором Фаилю Алсынову, сходят на нет. Именно этого и стоило ожидать, учитывая контекст, в котором разворачиваются события.

Башкортостан — республика, в которой давно и по-добрососедски проживают несколько этносов и национальностей. Националистическая идея никогда не находила реальной поддержки в башкирском обществе. Особенно это верно для последних лет, в которые глава республики Радий Хабиров планомерно искореняет такие дестабилизирующие социум тенденции, как экстремизм, сепаратизм и национализм.",0
@rusbrief,https://t.me/rusbrief/192639,2024-01-20 17:54:18,"Госсекретарь совбеза Беларуси заявил, что белорусские спецслужбы знают состав боевых ячеек, которые якобы ""готовятся для смены власти в республике"", а также места их тренировок: ""в лидерах этой деструктивно настроенной военной политики США выступают наши соседи - руководство Польши, стран Балтии, Украины"".",2
@rusbrief,https://t.me/rusbrief/192638,2024-01-20 17:48:21,"Заместитель главы Офиса президента Украины Ростислав Шурма заявил, что «Мы работаем над тем, чтобы открыть киевские аэропорты ""Борисполь"" и ""Львов"" для международных гражданских рейсов. Нам нужно получить разрешение Международного агентства воздушного транспорта и Авиационной администрации США, а это непростая задача. В целом, этого можно добиться, что и есть по нашему мнению, основано на смелых решениях международных партнеров».",0
@rusbrief,https://t.me/rusbrief/192637,2024-01-20 17:35:00,"Российская экономика в 2023 году показала «удивительные результаты» и является инвестиционно привлекательной, заявил замминистра экономического развития РФ Дмитрий Вольвач в программе RTVI «Что это было». ""Российская экономика показала уникальную устойчивость, способность переформатироваться, перевооружаться буквально на ходу, отвечая на самые серьезные вызовы. Это действительно, наверное, удивило многих во всем мире.   Этот год мы точно завершим с ростом экономики выше 3,5%, а вот на периоде 2020-2023 год рост будет более 5,3% ВВП. В начале экономического санкционного давления — незаконного давления — безусловно, и «просадка», и дальнейшие восстановление и рост были не такими, как ожидали и пророчествовали многие, в том числе уважаемые международные финансовые институты, которые буквально, наверное, с начала или с середины этого года были вынуждены просто чуть ли не ежемесячно пересматривать свои прогнозы. Стало очевидно, что эти негативные или достаточно скромные прогнозы восстановления были неверны изначально. Мы предполагаем, что на треке 2024-2026 год наша экономика перейдет к стабильному росту не менее 2% ежегодно"", — отметил чиновник.",0
@rusbrief,https://t.me/rusbrief/192636,2024-01-20 17:32:19,"Постпред РФ в Вене прокомментировал сообщение МАГАТЭ о найденных минах вокруг Запорожской АЭС: это нормальное средство защиты станции от нападений, мины по периметру ЗАЭС опасны лишь для крыс, ворон и диверсантов.",2
@rusbrief,https://t.me/rusbrief/192634,2024-01-20 17:16:13,"На фронте солдаты Вооруженных сил Украины (ВСУ) жалуются на невозможность наступать, рассказал глава офиса украинского лидера Владимира Зеленского Андрей Ермак в интервью газете Le Figaro. По словам Ермака, украинским военным не хватает живой силы и средств. «На фронте солдаты жалуются на нехватку людей и средств и говорят, что у них больше нет возможности наступать», — сказал он. Также Ермак признал, что Россия в конфликте с Украиной обладает преимуществом в воздухе, а у ВСУ недостает снарядов, систем запуска ракет большой дальности и противоминных машин. Ситуацию на фронте он назвал несомненной сложной для Украины.",0
@rusbrief,https://t.me/rusbrief/192633,2024-01-20 17:11:32,"ОАЭ призвали США поддержать немедленное прекращение огня в секторе Газа, заявила постоянный представитель ОАЭ в ООН Лана Нуссейбе. Об этом сообщает Bloomberg. Она заявила об истекающем времени до войны в регионе. «Нужно прекратить огонь сейчас, мы не можем ждать еще 100 дней. Риски высоки, война в Газе — это очевидно открытая рана, дестабилизирующая регион», — сказала она, добавив, что США может сыграть критическую роль в ослаблении напряжения в регионе. Нуссейбе уже называла войну в секторе Газа результатом невыполненных резолюций ООН и злоупотреблением правом вето, что, по ее мнению, угрожает мировому порядку.",2
@rusbrief,https://t.me/rusbrief/192632,2024-01-20 17:07:35,"Экс-губернатор Краснодарского края и глава сельхозпредприятия «Агрокомплекс имени Н. И. Ткачева» Александр Ткачев сообщил, что к 2028 году в Сочи построят круглогодичный гольф-курорт с полем на 18 лунок. Бизнесмен выступает инвестором. Только на первом этапе он вложит в проект более 20 млрд руб.",2
@rusbrief,https://t.me/rusbrief/192631,2024-01-20 17:00:00,"Президент Швейцарии Виола Амхерд хочет пригласить Россию на глобальный саммит мира, на котором планируется обсудить мирное разрешение конфликта на Украине, сообщает издание Swissinfo По словам Амхерд, саммит не будет полноценным без участия России. ""России, вероятно, не будет, но мы ищем дискуссии со всеми остальными"", — сказала она. Президент Амхерд также намекнула, что Швейцария контактирует с Россией, в том числе и по теме украинского кризиса.",0
@rusbrief,https://t.me/rusbrief/192630,2024-01-20 16:50:47,"""Я не о несогласных с государством говорил"". Депутат ГД от ЕР Гурулев после разгоревшегося скандала смягчил свою риторику и заявил, что не призывал массово отправлять критиков власти в ГУЛАГ: ""Если вы посмотрите исходное видео, то поймете, что я ничего не говорил о несогласных с государством: «Хочу, чтобы те, кто сегодня вредит нашей Родине, махали кайлом в районе Колымского тракта». Речь о тех, кто поджигает, например, релейные шкафы за гроши, либо же саботирует сегодняшний курс развития страны. Это во-первых. Во-вторых, я ничего никому не предлагал. Это мое личное желание, никаких предложений, тем более инициатив на этот счет не было"", — отметил парламентарий.",2
@rusbrief,https://t.me/rusbrief/192629,2024-01-20 16:45:52,"Увидел в двух телеграм-каналах (которые часто читаю) новость о ранении Дацика в зоне СВО. Попытался уточнить, скорее всего, ранение случилось в зоне СПб

 ",0
@rusbrief,https://t.me/rusbrief/192628,2024-01-20 16:43:22,"Одна из причин постновогоднего роста тревожности и недовольства властями в социологии ФОМ — чрезмерная «засушливость» кампании-2024 и полное отсутствие какой-либо эмпатии участников гонки по отношению к людям. Сегодняшний эмоциональный всплеск в соцсетях по поводу гибели кота Твикса очень хорошо показывает, чего именно людям не хватает. Им не хватает участия и понимания властями их проблем и трудностей. Так что это повод для модераторов кампании-2024 (судя по всему, так и не достигших взаимопонимания) задуматься, все ли правильно они делают, когда «засушивают» эту кампанию и рейтинги оппозиционных кандидатов до пределов статпогрешности. Максим Жаров.",0
@rusbrief,https://t.me/rusbrief/192627,2024-01-20 16:37:01,К депутату Гурулеву надо относиться спокойнее. Шариковы во власти это неотъемлемая  часть нашей политической культуры. И медицинский факт. @obrazbuduschego2,0
@rusbrief,https://t.me/rusbrief/192626,2024-01-20 16:29:01,"Специалисты из Минобороны, МЧС и Росгвардии проверят пустыри в Белгороде для поиска обломков от ракет или беспилотников после обстрелов. Об этом говорится в сообщении городской администрации. «Около 120 специалистов Минобороны, самообороны, МЧС, Росгвардии и полиции осмотрят пустыри города, чтобы удостовериться, что на них нет никаких взрывоопасных предметов»,— сообщают в белгородской мэрии. Необходимость такой проверки в мэрии объяснили тем, что на больших открытых пространствах не всегда удается оперативно обнаружить обломки ракет или беспилотников.",0
@rusbrief,https://t.me/rusbrief/192625,2024-01-20 16:25:27,"ВСУ атаковали с помощью дрона-камикадзе село Колотиловка в Белгородской области, поврежден инфраструктурный объект связи, сообщил губернатор региона Вячеслав Гладков.",0
@rusbrief,https://t.me/rusbrief/192624,2024-01-20 16:19:31,"Предмет «Обществознание» будут преподавать в школах в старших классах, а не с 6–7-х, как сейчас, сообщила сенатор, замглавы комитета по образованию, науке и культуре Совета Федерации Екатерина Алтабаева. По ее словам, уже идет работа по изменению программы и подготовке нового учебника. «У нас этот предмет преподавался с 6–7-х классов, сейчас будет выведен он в старшее звено. Но главное не в этом, а в том, что программа уже меняется. Потому что она по своему содержанию не отвечает той суверенной системе образования, единому образовательному процессу, который мы сейчас выстраиваем»,— сказала сенатор в интервью «Спутник в Крыму». Как утверждает сенатор, изменения по перераспределению часов в учебном плане школьной программы могут внести с 1 сентября 2024 года. «Они (часы) будут выведены, скорее всего, в 9–10-е классы»,— рассказала Екатерина Алтабаева.",2
@rusbrief,https://t.me/rusbrief/192623,2024-01-20 16:12:43,"Эксперты Международного агентства по атомной энергии (МАГАТЭ) обнаружили мины на периферии территории Запорожской АЭС. Отмечается, что это закрытая зона, она недоступна для персонала станции. «Мины по периметру ЗАЭС, в буферной зоне между внутренним и внешним ограждениями объекта, которые ранее были выявлены группой МАГАТЭ и удалены в ноябре 2023 года, теперь снова на месте»,— говорится в сообщении. Отмечается, что наличие мин не соответствует стандартам безопасности МАГАТЭ. С октября 2022 года ЗАЭС управляет АО «Росэнергоатом» («дочка» «Росатома»). МАГАТЭ ранее сообщало о наличии мин по периметру станции. Агентство считает, что в случае детонации они не навредят ЗАЭС.",0
@rusbrief,https://t.me/rusbrief/192622,2024-01-20 16:06:01,"❗️Министр культуры Словакии Мартина Шимковичова отменила распоряжение, согласно которому после 24 февраля 2022 года было остановлено сотрудничество республики в сфере культуры с РФ и Беларусью, — словацкая газета Pravda.",0
@rusbrief,https://t.me/rusbrief/192621,2024-01-20 16:01:01,"Депутат Госдумы от Магаданской области Антон Басанский («Единая Россия») специально для BRIEF: “Давайте начнем с того, что Дальний Восток - это территория опережающего развития, а Магаданская область - это золотое сердце Дальнего Востока, это - неоспоримый факт. Что касается публичных высказываний разных публичных личностей, то, они часто задевают Колыму, наверное, ради красного словца предлагая отправлять туда релокантов,  неугодных власти, предателей Родины, чтобы они «махали кайлом» вдоль Колымского тракта. Но эти личности забывают, что там тоже живут люди, которые их читают и смотрят эти интервью, и такие высказывания задевают сердца жителей. На Колыме живут патриотично настроенные люди, любящие Родину. Если кто-то дважды побывал в Магаданской области, но так и не понял, кто там живет, наверное, стоит съездить в третий раз, чтобы понять, что там нет предателей, и что Колыма  предателей не принимает"".",2
